status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
... < 0 DM,60,existing credits paid back duly till now,furniture/equipment,4214,A61,unemployed,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,31,bank,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,0.271
no checking account,6,existing credits paid back duly till now,retraining,1289,A65,unemployed,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,19,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,0.116
no checking account,6,existing credits paid back duly till now,retraining,1233,A65,unemployed,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,36,bank,rent,4,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",no,0.091
no checking account,4,existing credits paid back duly till now,retraining,276,A65,unemployed,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,36,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,0.123
no checking account,10,existing credits paid back duly till now,retraining,1681,A65,unemployed,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,65,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,0.145
no checking account,52,existing credits paid back duly till now,retraining,3270,A65,unemployed,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,75,none,own,4,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,0.182
0 <= ... < 200 DM,60,critical account/ other credits existing (not at this bank),education,4046,A61,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,23,none,for free,1,skilled employee / official,1,none,yes,0.296
0 <= ... < 200 DM,60,existing credits paid back duly till now,car (used),6209,A61,1 <= ... < 4 years,4,male : divorced/separated,co-applicant,4,unknown / no property,42,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,0.281
0 <= ... < 200 DM,60,existing credits paid back duly till now,others,8562,A65,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,42,none,rent,1,skilled employee / official,1,none,yes,0.256
... >= 200 DM / salary assignments for at least 1 year,60,existing credits paid back duly till now,education,6400,A61,4 <= ... < 7 years,4,male : single,none,4,real estate,42,none,for free,4,skilled employee / official,1,none,yes,0.287
0 <= ... < 200 DM,60,existing credits paid back duly till now,education,6266,A61,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,75,bank,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes,0.208
... >= 200 DM / salary assignments for at least 1 year,10,existing credits paid back duly till now,furniture/equipment,970,A61,... < 1 year,4,male : single,none,1,unknown / no property,22,bank,for free,1,skilled employee / official,1,none,yes,0.305
... < 0 DM,25,existing credits paid back duly till now,car (used),3142,A61,.. >= 7 years,4,male : divorced/separated,none,1,unknown / no property,19,bank,for free,1,skilled employee / official,1,none,yes,0.229
... < 0 DM,24,critical account/ other credits existing (not at this bank),retraining,3204,A61,... < 1 year,4,male : single,none,1,unknown / no property,33,bank,rent,4,skilled employee / official,1,none,yes,0.183
... < 0 DM,24,existing credits paid back duly till now,furniture/equipment,4923,A65,4 <= ... < 7 years,4,male : married/widowed,none,1,if not A121 : building society savings agreement/ life insurance,22,bank,for free,4,skilled employee / official,1,none,yes,0.157
... < 0 DM,39,existing credits paid back duly till now,furniture/equipment,3344,A61,... < 1 year,4,male : single,none,4,unknown / no property,22,bank,for free,4,skilled employee / official,2,"yes, registered under the customers name",yes,0.307
no checking account,7,critical account/ other credits existing (not at this bank),car (used),1102,A61,.. >= 7 years,1,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0.126
no checking account,24,critical account/ other credits existing (not at this bank),car (used),5238,A61,.. >= 7 years,1,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0.156
no checking account,20,critical account/ other credits existing (not at this bank),car (used),3051,A61,.. >= 7 years,1,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0.149
no checking account,33,critical account/ other credits existing (not at this bank),car (used),11293,A61,.. >= 7 years,1,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",47,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0.192
no checking account,21,critical account/ other credits existing (not at this bank),car (used),3264,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,0.185
0 <= ... < 200 DM,6,critical account/ other credits existing (not at this bank),repairs,418,A61,unemployed,2,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",67,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0.209
0 <= ... < 200 DM,18,existing credits paid back duly till now,repairs,3826,A65,1 <= ... < 4 years,2,male : divorced/separated,none,4,"if not A121/A122 : car or other, not in attribute 6",67,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0.234
0 <= ... < 200 DM,19,existing credits paid back duly till now,others,6825,A61,unemployed,2,female : divorced/separated/married,guarantor,4,if not A121 : building society savings agreement/ life insurance,67,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0.302
... >= 200 DM / salary assignments for at least 1 year,18,existing credits paid back duly till now,repairs,3852,A61,unemployed,4,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,skilled employee / official,2,"yes, registered under the customers name",yes,0.246
0 <= ... < 200 DM,60,existing credits paid back duly till now,repairs,3767,A61,unemployed,2,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",67,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0.276
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (new),1745,A61,4 <= ... < 7 years,2,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,skilled employee / official,1,none,yes,0.232
0 <= ... < 200 DM,4,existing credits paid back duly till now,car (new),6201,A61,4 <= ... < 7 years,2,male : divorced/separated,none,2,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,skilled employee / official,1,none,yes,0.29
0 <= ... < 200 DM,25,existing credits paid back duly till now,car (new),5989,A61,4 <= ... < 7 years,2,male : single,none,2,if not A121 : building society savings agreement/ life insurance,32,bank,own,4,skilled employee / official,1,none,yes,0.175
... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,car (new),6996,A61,4 <= ... < 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",30,none,own,4,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0.289
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),5900,A61,4 <= ... < 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",72,none,own,4,skilled employee / official,2,"yes, registered under the customers name",yes,0.23
no checking account,9,critical account/ other credits existing (not at this bank),car (used),1293,A64,1 <= ... < 4 years,4,male : single,none,2,real estate,27,none,own,4,skilled employee / official,1,none,yes,0.187
no checking account,24,critical account/ other credits existing (not at this bank),car (used),7457,A64,1 <= ... < 4 years,4,male : single,none,2,real estate,19,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,0.125
no checking account,24,critical account/ other credits existing (not at this bank),car (used),5819,A64,1 <= ... < 4 years,4,male : married/widowed,none,2,real estate,27,none,own,4,skilled employee / official,1,none,yes,0.143
no checking account,27,critical account/ other credits existing (not at this bank),car (used),5762,A64,1 <= ... < 4 years,4,male : single,none,4,real estate,27,bank,own,4,skilled employee / official,1,none,yes,0.151
no checking account,60,critical account/ other credits existing (not at this bank),car (used),5788,A64,1 <= ... < 4 years,4,male : single,none,2,real estate,44,none,own,4,skilled employee / official,2,none,yes,0.252
no checking account,20,critical account/ other credits existing (not at this bank),car (used),2726,A65,.. >= 7 years,1,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",63,none,own,4,skilled employee / official,1,none,yes,0.284
no checking account,30,critical account/ other credits existing (not at this bank),car (used),7572,A62,.. >= 7 years,1,female : divorced/separated/married,none,4,unknown / no property,63,none,for free,2,skilled employee / official,1,none,yes,0.26
no checking account,30,critical account/ other credits existing (not at this bank),others,7611,A65,.. >= 7 years,1,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",63,bank,own,4,skilled employee / official,1,none,no,0.247
no checking account,30,critical account/ other credits existing (not at this bank),car (used),9439,A65,4 <= ... < 7 years,1,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,skilled employee / official,2,none,yes,0.269
no checking account,60,critical account/ other credits existing (not at this bank),car (used),7640,A65,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",63,none,own,4,skilled employee / official,1,none,yes,0.344
