status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
... < 0 DM,4.0,delay in paying off in the past,furniture/equipment,302.0,A65,.. >= 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,63.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.768
no checking account,15.0,critical account/ other credits existing (not at this bank),car (new),1588.0,A65,.. >= 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,60.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.792
no checking account,15.0,critical account/ other credits existing (not at this bank),furniture/equipment,1530.0,A65,.. >= 7 years,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,own,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.789
no checking account,37.0,critical account/ other credits existing (not at this bank),furniture/equipment,4137.0,A65,.. >= 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,63.0,none,own,4.0,skilled employee / official,1.0,none,yes,0.699
... < 0 DM,16.0,existing credits paid back duly till now,furniture/equipment,3126.0,A61,... < 1 year,3.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,28.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.76
0 <= ... < 200 DM,24.0,delay in paying off in the past,furniture/equipment,4197.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,28.0,none,rent,1.0,skilled employee / official,1.0,none,no,0.776
... < 0 DM,24.0,existing credits paid back duly till now,education,5833.0,A61,1 <= ... < 4 years,4.0,male : single,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.72
... < 0 DM,24.0,existing credits paid back duly till now,furniture/equipment,4202.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,28.0,none,own,3.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.673
... < 0 DM,27.0,existing credits paid back duly till now,furniture/equipment,4017.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,74.0,none,own,4.0,skilled employee / official,1.0,none,yes,0.73
0 <= ... < 200 DM,31.0,delay in paying off in the past,education,2643.0,A61,.. >= 7 years,4.0,male : single,none,4.0,unknown / no property,50.0,none,for free,2.0,skilled employee / official,1.0,none,yes,0.725
0 <= ... < 200 DM,48.0,delay in paying off in the past,education,6291.0,A65,4 <= ... < 7 years,4.0,male : single,guarantor,4.0,unknown / no property,50.0,none,rent,1.0,skilled employee / official,1.0,none,yes,0.754
0 <= ... < 200 DM,52.0,all credits at this bank paid back duly,retraining,6216.0,A61,.. >= 7 years,4.0,male : single,none,4.0,unknown / no property,47.0,none,for free,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.673
... < 0 DM,48.0,delay in paying off in the past,education,6214.0,A61,.. >= 7 years,4.0,male : single,none,4.0,unknown / no property,75.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.759
0 <= ... < 200 DM,48.0,delay in paying off in the past,education,10887.0,A61,.. >= 7 years,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,50.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.801
... < 0 DM,4.0,all credits at this bank paid back duly,car (new),1461.0,A65,4 <= ... < 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,32.0,none,for free,2.0,unskilled - resident,2.0,none,yes,0.757
0 <= ... < 200 DM,18.0,delay in paying off in the past,car (new),316.0,A61,4 <= ... < 7 years,4.0,male : single,guarantor,4.0,unknown / no property,32.0,none,for free,2.0,unskilled - resident,1.0,none,yes,0.745
... < 0 DM,17.0,all credits at this bank paid back duly,car (new),1410.0,A61,4 <= ... < 7 years,4.0,male : divorced/separated,none,4.0,unknown / no property,58.0,none,for free,2.0,unskilled - resident,2.0,"yes, registered under the customers name",yes,0.682
... < 0 DM,18.0,all credits at this bank paid back duly,retraining,1436.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,unknown / no property,29.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.79
... < 0 DM,40.0,all credits at this bank paid back duly,car (new),4000.0,A61,4 <= ... < 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,32.0,none,for free,3.0,unskilled - resident,2.0,none,yes,0.685
0 <= ... < 200 DM,12.0,existing credits paid back duly till now,radio/television,2258.0,A65,1 <= ... < 4 years,3.0,male : divorced/separated,none,3.0,unknown / no property,23.0,none,for free,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.69
no checking account,4.0,existing credits paid back duly till now,furniture/equipment,336.0,A65,1 <= ... < 4 years,4.0,male : single,guarantor,4.0,unknown / no property,37.0,none,for free,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.74
no checking account,12.0,existing credits paid back duly till now,radio/television,3686.0,A65,4 <= ... < 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,37.0,none,rent,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.721
no checking account,12.0,existing credits paid back duly till now,radio/television,2283.0,A65,1 <= ... < 4 years,4.0,male : single,none,4.0,unknown / no property,37.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.684
no checking account,18.0,existing credits paid back duly till now,radio/television,2257.0,A65,1 <= ... < 4 years,4.0,male : single,none,4.0,unknown / no property,75.0,none,for free,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.736
0 <= ... < 200 DM,13.0,existing credits paid back duly till now,car (new),276.0,A61,4 <= ... < 7 years,3.0,male : single,none,3.0,real estate,28.0,none,rent,1.0,unskilled - resident,1.0,none,yes,0.664
0 <= ... < 200 DM,18.0,existing credits paid back duly till now,car (new),6283.0,A65,4 <= ... < 7 years,3.0,male : single,none,3.0,real estate,28.0,none,for free,1.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.721
0 <= ... < 200 DM,18.0,delay in paying off in the past,education,6182.0,A61,4 <= ... < 7 years,3.0,male : single,none,3.0,if not A121 : building society savings agreement/ life insurance,24.0,none,rent,1.0,unskilled - resident,1.0,none,yes,0.724
0 <= ... < 200 DM,18.0,existing credits paid back duly till now,car (new),6120.0,A61,... < 1 year,4.0,male : single,none,4.0,real estate,47.0,none,rent,2.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.766
0 <= ... < 200 DM,36.0,existing credits paid back duly till now,car (new),8963.0,A61,4 <= ... < 7 years,3.0,male : divorced/separated,none,3.0,real estate,28.0,none,rent,4.0,unskilled - resident,1.0,none,yes,0.784
no checking account,11.0,existing credits paid back duly till now,furniture/equipment,591.0,A61,... < 1 year,3.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,26.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.702
no checking account,24.0,all credits at this bank paid back duly,radio/television,3592.0,A64,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,26.0,none,own,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.74
0 <= ... < 200 DM,24.0,existing credits paid back duly till now,radio/television,3243.0,A61,... < 1 year,4.0,female : divorced/separated/married,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.734
no checking account,24.0,existing credits paid back duly till now,radio/television,3012.0,A61,4 <= ... < 7 years,4.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,26.0,none,for free,2.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.687
no checking account,35.0,existing credits paid back duly till now,car (new),3216.0,A61,... < 1 year,4.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,56.0,none,own,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.748
... < 0 DM,18.0,existing credits paid back duly till now,furniture/equipment,950.0,A65,.. >= 7 years,1.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,52.0,none,for free,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.73
... < 0 DM,25.0,delay in paying off in the past,car (new),7952.0,A65,.. >= 7 years,1.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,49.0,none,for free,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.763
... < 0 DM,4.0,existing credits paid back duly till now,education,7585.0,A65,.. >= 7 years,1.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,51.0,none,rent,4.0,skilled employee / official,2.0,"yes, registered under the customers name",no,0.745
0 <= ... < 200 DM,18.0,existing credits paid back duly till now,car (used),7337.0,A65,.. >= 7 years,1.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,51.0,none,for free,1.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.703
... < 0 DM,18.0,existing credits paid back duly till now,car (used),7332.0,A65,... < 1 year,3.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,73.0,none,for free,3.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.7
... < 0 DM,14.0,existing credits paid back duly till now,radio/television,2356.0,A61,... < 1 year,3.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,29.0,none,rent,1.0,skilled employee / official,1.0,none,yes,0.747
... < 0 DM,36.0,existing credits paid back duly till now,education,521.0,A61,1 <= ... < 4 years,4.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",31.0,none,for free,1.0,skilled employee / official,1.0,none,no,0.739
0 <= ... < 200 DM,36.0,all credits at this bank paid back duly,radio/television,2814.0,A65,1 <= ... < 4 years,4.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",30.0,none,rent,1.0,unskilled - resident,1.0,none,yes,0.74
... < 0 DM,36.0,existing credits paid back duly till now,radio/television,2124.0,A63,1 <= ... < 4 years,4.0,male : divorced/separated,none,4.0,real estate,33.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.707
... < 0 DM,39.0,existing credits paid back duly till now,radio/television,2704.0,A61,1 <= ... < 4 years,4.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,rent,3.0,skilled employee / official,1.0,none,yes,0.735
... < 0 DM,4.0,existing credits paid back duly till now,car (new),950.0,A61,... < 1 year,1.0,male : divorced/separated,none,2.0,if not A121 : building society savings agreement/ life insurance,19.0,none,own,1.0,unskilled - resident,1.0,none,yes,0.735
0 <= ... < 200 DM,18.0,delay in paying off in the past,car (new),975.0,A61,... < 1 year,1.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,own,1.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.698
... < 0 DM,24.0,existing credits paid back duly till now,furniture/equipment,1057.0,A64,... < 1 year,1.0,male : divorced/separated,none,2.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,for free,1.0,unskilled - resident,1.0,none,yes,0.745
... < 0 DM,18.0,existing credits paid back duly till now,car (new),2354.0,A61,... < 1 year,1.0,female : divorced/separated/married,guarantor,2.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.764
... < 0 DM,17.0,existing credits paid back duly till now,car (new),867.0,A61,... < 1 year,1.0,female : divorced/separated/married,none,2.0,"if not A121/A122 : car or other, not in attribute 6",64.0,none,rent,3.0,unskilled - resident,1.0,none,yes,0.765
... < 0 DM,5.0,critical account/ other credits existing (not at this bank),furniture/equipment,923.0,A61,.. >= 7 years,1.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,24.0,none,own,2.0,skilled employee / official,1.0,none,yes,0.725
0 <= ... < 200 DM,20.0,existing credits paid back duly till now,furniture/equipment,4286.0,A61,.. >= 7 years,1.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,2.0,skilled employee / official,1.0,none,no,0.744
... < 0 DM,27.0,delay in paying off in the past,furniture/equipment,3760.0,A61,.. >= 7 years,4.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,27.0,none,own,4.0,skilled employee / official,1.0,none,yes,0.703
... < 0 DM,20.0,critical account/ other credits existing (not at this bank),furniture/equipment,6353.0,A61,... < 1 year,1.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,24.0,none,rent,3.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.711
