status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
no checking account,21,critical account/ other credits existing (not at this bank),furniture/equipment,2288,A61,... < 1 year,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,2424,A65,.. >= 7 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,53,none,own,2,skilled employee / official,1,none,yes,0
no checking account,24,existing credits paid back duly till now,radio/television,2284,A61,4 <= ... < 7 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,12,critical account/ other credits existing (not at this bank),car (new),682,A62,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute 6",51,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,6,critical account/ other credits existing (not at this bank),radio/television,700,A65,.. >= 7 years,4,male : single,none,4,unknown / no property,36,none,for free,2,skilled employee / official,1,none,yes,0
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,717,A61,.. >= 7 years,4,male : single,none,4,real estate,52,none,own,3,skilled employee / official,1,none,yes,0
no checking account,12,critical account/ other credits existing (not at this bank),education,701,A61,1 <= ... < 4 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,1,none,yes,0
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,618,A61,.. >= 7 years,4,male : single,none,4,real estate,56,none,own,1,skilled employee / official,1,none,yes,0
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,2684,A61,1 <= ... < 4 years,4,male : single,none,2,real estate,35,none,own,2,unskilled - resident,1,none,yes,0
0 <= ... < 200 DM,30,delay in paying off in the past,business,2503,A62,.. >= 7 years,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,41,stores,own,2,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,24,delay in paying off in the past,furniture/equipment,2333,A65,... < 1 year,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,29,bank,own,1,unskilled - resident,1,none,yes,0
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,2424,A65,.. >= 7 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,53,none,own,2,skilled employee / official,1,none,yes,0
... < 0 DM,36,critical account/ other credits existing (not at this bank),furniture/equipment,2348,A61,1 <= ... < 4 years,3,male : married/widowed,none,2,if not A121 : building society savings agreement/ life insurance,46,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
... < 0 DM,18,existing credits paid back duly till now,car (new),2249,A62,4 <= ... < 7 years,4,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,0
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,2424,A65,.. >= 7 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,53,none,own,2,skilled employee / official,1,none,yes,0
no checking account,24,critical account/ other credits existing (not at this bank),car (used),2346,A61,4 <= ... < 7 years,4,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
... < 0 DM,24,all credits at this bank paid back duly,furniture/equipment,2483,A63,1 <= ... < 4 years,4,male : single,none,4,real estate,22,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,21,critical account/ other credits existing (not at this bank),furniture/equipment,2288,A61,... < 1 year,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1655,A61,.. >= 7 years,2,male : single,none,4,real estate,63,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,24,delay in paying off in the past,radio/television,1965,A65,.. >= 7 years,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,42,none,rent,2,unskilled - resident,1,none,yes,0
0 <= ... < 200 DM,24,delay in paying off in the past,car (new),1965,A65,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",42,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,12,critical account/ other credits existing (not at this bank),furniture/equipment,1935,A61,.. >= 7 years,4,male : single,none,4,real estate,43,none,own,3,skilled employee / official,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (used),1804,A62,... < 1 year,3,male : single,none,4,if not A121 : building society savings agreement/ life insurance,44,none,own,1,skilled employee / official,1,none,yes,0
no checking account,15,existing credits paid back duly till now,furniture/equipment,2221,A63,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1,none,yes,0
no checking account,10,existing credits paid back duly till now,radio/television,1924,A61,1 <= ... < 4 years,1,male : single,none,4,if not A121 : building society savings agreement/ life insurance,38,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,0
no checking account,6,existing credits paid back duly till now,radio/television,2108,A61,4 <= ... < 7 years,2,male : married/widowed,none,2,real estate,29,none,rent,1,skilled employee / official,1,none,yes,0
no checking account,12,existing credits paid back duly till now,furniture/equipment,276,A61,4 <= ... < 7 years,1,male : single,none,3,real estate,19,none,own,1,skilled employee / official,1,none,yes,0
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,2028,A61,4 <= ... < 7 years,2,male : single,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,2,unskilled - resident,1,none,yes,0
no checking account,24,critical account/ other credits existing (not at this bank),education,1927,A65,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,18,existing credits paid back duly till now,business,1950,A61,4 <= ... < 7 years,4,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",34,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,2028,A61,4 <= ... < 7 years,2,male : single,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,2,unskilled - resident,1,none,yes,0
0 <= ... < 200 DM,18,existing credits paid back duly till now,business,1941,A64,1 <= ... < 4 years,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,0
no checking account,15,existing credits paid back duly till now,radio/television,1979,A65,.. >= 7 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,none,yes,0
no checking account,24,existing credits paid back duly till now,furniture/equipment,5511,A62,1 <= ... < 4 years,4,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",25,stores,own,1,skilled employee / official,1,none,yes,0
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,5150,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,24,delay in paying off in the past,business,4712,A65,1 <= ... < 4 years,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,37,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
no checking account,24,critical account/ other credits existing (not at this bank),business,4526,A61,1 <= ... < 4 years,3,male : single,none,2,real estate,74,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
no checking account,30,critical account/ other credits existing (not at this bank),radio/television,4530,A61,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
... < 0 DM,12,critical account/ other credits existing (not at this bank),car (new),2122,A61,1 <= ... < 4 years,3,male : single,none,2,real estate,39,none,rent,2,unskilled - resident,2,none,no,0
