status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,car (used),276.0,A62,1 <= ... < 4 years,1.0,male : married/widowed,guarantor,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.334
... < 0 DM,60.0,delay in paying off in the past,radio/television,1601.0,A62,4 <= ... < 7 years,1.0,female : divorced/separated/married,none,1.0,real estate,19.0,stores,for free,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,no,0.084
0 <= ... < 200 DM,60.0,existing credits paid back duly till now,radio/television,8047.0,A62,1 <= ... < 4 years,2.0,male : married/widowed,none,2.0,"if not A121/A122 : car or other, not in attribute 6",33.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.253
0 <= ... < 200 DM,60.0,critical account/ other credits existing (not at this bank),radio/television,15945.0,A64,unemployed,4.0,male : married/widowed,none,4.0,real estate,75.0,none,own,4.0,skilled employee / official,2.0,none,yes,0.12
no checking account,60.0,existing credits paid back duly till now,business,14526.0,A63,1 <= ... < 4 years,4.0,male : single,co-applicant,4.0,unknown / no property,53.0,bank,rent,2.0,unskilled - resident,2.0,"yes, registered under the customers name",no,0.097
no checking account,10.0,no credits taken/ all credits paid back duly,others,3230.0,A62,unemployed,1.0,male : single,co-applicant,2.0,real estate,27.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.022
... < 0 DM,4.0,existing credits paid back duly till now,car (used),9519.0,A61,.. >= 7 years,1.0,male : single,none,3.0,unknown / no property,49.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.03
... < 0 DM,27.0,existing credits paid back duly till now,car (new),15945.0,A61,.. >= 7 years,1.0,male : single,none,4.0,unknown / no property,75.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.081
... >= 200 DM / salary assignments for at least 1 year,60.0,no credits taken/ all credits paid back duly,business,15945.0,A62,unemployed,4.0,male : married/widowed,co-applicant,1.0,real estate,19.0,stores,rent,4.0,unskilled - resident,2.0,none,no,0.048
no checking account,56.0,critical account/ other credits existing (not at this bank),car (new),15945.0,A63,4 <= ... < 7 years,3.0,male : married/widowed,co-applicant,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,stores,for free,3.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,no,0.221
... >= 200 DM / salary assignments for at least 1 year,4.0,existing credits paid back duly till now,car (used),276.0,A62,4 <= ... < 7 years,1.0,male : single,co-applicant,1.0,unknown / no property,19.0,stores,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.034
no checking account,20.0,delay in paying off in the past,repairs,1400.0,A61,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,2.0,real estate,19.0,none,rent,1.0,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",no,0.23
... < 0 DM,36.0,no credits taken/ all credits paid back duly,domestic appliances,5744.0,A62,unemployed,3.0,male : married/widowed,co-applicant,3.0,real estate,19.0,bank,rent,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.058
no checking account,55.0,existing credits paid back duly till now,car (used),10888.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,unknown / no property,38.0,stores,own,1.0,skilled employee / official,2.0,none,yes,0.069
no checking account,60.0,no credits taken/ all credits paid back duly,radio/television,15945.0,A62,.. >= 7 years,4.0,female : divorced/separated/married,none,4.0,real estate,75.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",no,0.019
0 <= ... < 200 DM,4.0,delay in paying off in the past,car (new),276.0,A63,... < 1 year,1.0,male : divorced/separated,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,2.0,skilled employee / official,1.0,none,yes,0.823
... >= 200 DM / salary assignments for at least 1 year,4.0,all credits at this bank paid back duly,education,276.0,A65,4 <= ... < 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",36.0,none,rent,1.0,unskilled - resident,1.0,none,no,0.744
... < 0 DM,4.0,existing credits paid back duly till now,retraining,276.0,A65,4 <= ... < 7 years,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.879
... >= 200 DM / salary assignments for at least 1 year,37.0,all credits at this bank paid back duly,radio/television,6569.0,A63,... < 1 year,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",70.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.768
... < 0 DM,60.0,delay in paying off in the past,retraining,15945.0,A65,4 <= ... < 7 years,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,unskilled - resident,1.0,"yes, registered under the customers name",no,0.818
... < 0 DM,4.0,no credits taken/ all credits paid back duly,radio/television,276.0,A62,unemployed,2.0,male : single,co-applicant,1.0,unknown / no property,19.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.016
... >= 200 DM / salary assignments for at least 1 year,7.0,critical account/ other credits existing (not at this bank),business,1242.0,A61,4 <= ... < 7 years,1.0,male : married/widowed,none,1.0,real estate,19.0,none,own,1.0,skilled employee / official,1.0,none,no,0.192
no checking account,22.0,delay in paying off in the past,radio/television,4909.0,A65,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,1.0,real estate,28.0,stores,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",no,0.06
0 <= ... < 200 DM,42.0,existing credits paid back duly till now,car (used),10253.0,A65,1 <= ... < 4 years,3.0,male : married/widowed,co-applicant,1.0,unknown / no property,48.0,none,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.119
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,retraining,276.0,A65,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.815
... < 0 DM,4.0,all credits at this bank paid back duly,car (new),276.0,A63,4 <= ... < 7 years,2.0,male : single,guarantor,3.0,real estate,34.0,none,rent,2.0,skilled employee / official,1.0,none,yes,0.742
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,education,2523.0,A65,... < 1 year,3.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",65.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.88
... < 0 DM,28.0,existing credits paid back duly till now,retraining,7348.0,A63,1 <= ... < 4 years,4.0,male : single,none,4.0,real estate,75.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",no,0.759
0 <= ... < 200 DM,60.0,all credits at this bank paid back duly,car (new),15945.0,A63,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.82
no checking account,4.0,no credits taken/ all credits paid back duly,furniture/equipment,276.0,A64,unemployed,1.0,female : divorced/separated/married,guarantor,1.0,real estate,19.0,bank,own,1.0,unskilled - resident,2.0,none,yes,0.097
no checking account,4.0,delay in paying off in the past,repairs,15945.0,A61,4 <= ... < 7 years,1.0,female : divorced/separated/married,none,1.0,real estate,19.0,stores,rent,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",no,0.053
... >= 200 DM / salary assignments for at least 1 year,22.0,critical account/ other credits existing (not at this bank),radio/television,1652.0,A61,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,4.0,real estate,19.0,stores,rent,1.0,unemployed/ unskilled - non-resident,2.0,none,no,0.149
... < 0 DM,43.0,critical account/ other credits existing (not at this bank),furniture/equipment,7681.0,A62,1 <= ... < 4 years,4.0,male : single,co-applicant,4.0,real estate,39.0,none,own,2.0,skilled employee / official,2.0,none,yes,0.185
no checking account,60.0,critical account/ other credits existing (not at this bank),radio/television,15945.0,A61,unemployed,4.0,female : divorced/separated/married,none,4.0,unknown / no property,75.0,bank,rent,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.044
... < 0 DM,41.0,all credits at this bank paid back duly,others,6076.0,A65,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",57.0,stores,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.161
... < 0 DM,4.0,no credits taken/ all credits paid back duly,car (used),276.0,A62,unemployed,1.0,female : divorced/separated/married,none,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",no,0.074
... >= 200 DM / salary assignments for at least 1 year,4.0,no credits taken/ all credits paid back duly,radio/television,15945.0,A62,1 <= ... < 4 years,2.0,female : divorced/separated/married,guarantor,1.0,unknown / no property,19.0,bank,rent,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.036
... < 0 DM,23.0,delay in paying off in the past,domestic appliances,1204.0,A61,.. >= 7 years,4.0,male : single,none,2.0,real estate,19.0,bank,rent,1.0,unemployed/ unskilled - non-resident,2.0,none,yes,0.125
... < 0 DM,45.0,existing credits paid back duly till now,car (used),7527.0,A61,... < 1 year,4.0,female : divorced/separated/married,none,3.0,"if not A121/A122 : car or other, not in attribute 6",40.0,none,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",no,0.338
... < 0 DM,60.0,critical account/ other credits existing (not at this bank),car (used),15945.0,A62,unemployed,4.0,female : divorced/separated/married,none,4.0,unknown / no property,75.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.021
... < 0 DM,4.0,existing credits paid back duly till now,radio/television,276.0,A62,.. >= 7 years,2.0,male : single,guarantor,2.0,real estate,19.0,bank,own,1.0,unskilled - resident,2.0,none,yes,0.06
no checking account,20.0,existing credits paid back duly till now,car (used),4152.0,A63,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",19.0,stores,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",no,0.14
no checking account,30.0,critical account/ other credits existing (not at this bank),repairs,15945.0,A61,unemployed,1.0,male : single,co-applicant,1.0,unknown / no property,19.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.03
... < 0 DM,54.0,existing credits paid back duly till now,radio/television,9172.0,A65,unemployed,4.0,male : married/widowed,none,4.0,real estate,45.0,stores,own,1.0,skilled employee / official,2.0,none,yes,0.083
0 <= ... < 200 DM,60.0,no credits taken/ all credits paid back duly,car (used),15945.0,A64,.. >= 7 years,4.0,male : single,co-applicant,4.0,unknown / no property,75.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",no,0.011
... < 0 DM,4.0,no credits taken/ all credits paid back duly,radio/television,276.0,A62,unemployed,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,bank,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.179
no checking account,6.0,no credits taken/ all credits paid back duly,others,4310.0,A64,1 <= ... < 4 years,3.0,male : single,co-applicant,1.0,real estate,19.0,bank,rent,1.0,unskilled - resident,2.0,none,no,0.071
... < 0 DM,18.0,delay in paying off in the past,radio/television,9020.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,2.0,unknown / no property,28.0,bank,rent,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.105
... >= 200 DM / salary assignments for at least 1 year,38.0,no credits taken/ all credits paid back duly,car (used),14191.0,A61,1 <= ... < 4 years,4.0,male : single,guarantor,3.0,if not A121 : building society savings agreement/ life insurance,45.0,none,own,2.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.182
... < 0 DM,60.0,no credits taken/ all credits paid back duly,radio/television,15945.0,A62,1 <= ... < 4 years,4.0,male : single,none,4.0,real estate,75.0,stores,rent,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,no,0.035
0 <= ... < 200 DM,4.0,delay in paying off in the past,radio/television,276.0,A62,unemployed,1.0,male : married/widowed,co-applicant,1.0,real estate,19.0,stores,own,1.0,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",yes,0.045
