status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
0 <= ... < 200 DM,56.0,no credits taken/ all credits paid back duly,radio/television,10663.0,A63,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.0,real estate,45.0,stores,own,4.0,unskilled - resident,1.0,none,yes,0.191
0 <= ... < 200 DM,60.0,critical account/ other credits existing (not at this bank),radio/television,15945.0,A63,1 <= ... < 4 years,4.0,male : single,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,75.0,bank,own,2.0,unskilled - resident,2.0,"yes, registered under the customers name",no,0.09
... >= 200 DM / salary assignments for at least 1 year,4.0,critical account/ other credits existing (not at this bank),car (used),276.0,A61,unemployed,1.0,male : married/widowed,co-applicant,1.0,real estate,19.0,bank,own,1.0,unskilled - resident,2.0,none,yes,0.047
... < 0 DM,14.0,critical account/ other credits existing (not at this bank),business,276.0,A64,.. >= 7 years,4.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",51.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",no,0.097
no checking account,60.0,critical account/ other credits existing (not at this bank),domestic appliances,13179.0,A62,.. >= 7 years,1.0,male : single,none,1.0,unknown / no property,19.0,none,own,1.0,unskilled - resident,1.0,none,yes,0.136
... < 0 DM,36.0,no credits taken/ all credits paid back duly,car (new),5003.0,A61,unemployed,4.0,female : divorced/separated/married,co-applicant,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,own,2.0,unskilled - resident,2.0,none,yes,0.248
... < 0 DM,60.0,critical account/ other credits existing (not at this bank),car (new),15945.0,A61,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,stores,own,4.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",no,0.095
... < 0 DM,4.0,delay in paying off in the past,retraining,276.0,A65,... < 1 year,1.0,male : divorced/separated,none,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.87
0 <= ... < 200 DM,4.0,all credits at this bank paid back duly,car (new),276.0,A63,1 <= ... < 4 years,1.0,female : divorced/separated/married,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,34.0,none,rent,1.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.768
no checking account,24.0,delay in paying off in the past,furniture/equipment,4072.0,A65,... < 1 year,1.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,57.0,none,own,2.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",no,0.758
0 <= ... < 200 DM,44.0,existing credits paid back duly till now,furniture/equipment,9277.0,A65,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,for free,3.0,unskilled - resident,1.0,none,yes,0.767
... < 0 DM,60.0,all credits at this bank paid back duly,car (new),15945.0,A63,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.799
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,car (new),276.0,A64,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,own,1.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.761
no checking account,7.0,all credits at this bank paid back duly,retraining,276.0,A65,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,2.0,"if not A121/A122 : car or other, not in attribute 6",26.0,none,rent,4.0,skilled employee / official,1.0,none,yes,0.805
... < 0 DM,29.0,delay in paying off in the past,furniture/equipment,276.0,A61,... < 1 year,2.0,male : divorced/separated,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",58.0,none,for free,4.0,skilled employee / official,1.0,none,no,0.828
no checking account,43.0,critical account/ other credits existing (not at this bank),retraining,7887.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.0,if not A121 : building society savings agreement/ life insurance,62.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.762
no checking account,60.0,delay in paying off in the past,furniture/equipment,15945.0,A65,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.841
... < 0 DM,24.0,no credits taken/ all credits paid back duly,business,6188.0,A61,.. >= 7 years,1.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",no,0.214
... >= 200 DM / salary assignments for at least 1 year,45.0,no credits taken/ all credits paid back duly,repairs,12190.0,A64,unemployed,2.0,male : single,none,4.0,real estate,21.0,stores,rent,1.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.094
no checking account,37.0,all credits at this bank paid back duly,car (used),5872.0,A63,.. >= 7 years,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,19.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.274
0 <= ... < 200 DM,56.0,no credits taken/ all credits paid back duly,radio/television,10661.0,A63,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.0,real estate,45.0,stores,own,4.0,unskilled - resident,1.0,none,yes,0.191
0 <= ... < 200 DM,4.0,critical account/ other credits existing (not at this bank),retraining,276.0,A63,... < 1 year,1.0,male : divorced/separated,none,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,for free,3.0,unskilled - resident,1.0,"yes, registered under the customers name",no,0.812
0 <= ... < 200 DM,4.0,delay in paying off in the past,education,276.0,A65,4 <= ... < 7 years,4.0,male : single,guarantor,2.0,if not A121 : building society savings agreement/ life insurance,29.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.887
... >= 200 DM / salary assignments for at least 1 year,15.0,existing credits paid back duly till now,retraining,2770.0,A63,... < 1 year,4.0,male : divorced/separated,guarantor,3.0,if not A121 : building society savings agreement/ life insurance,57.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.834
... < 0 DM,35.0,critical account/ other credits existing (not at this bank),car (new),7973.0,A65,4 <= ... < 7 years,4.0,male : single,guarantor,4.0,real estate,72.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.787
0 <= ... < 200 DM,60.0,delay in paying off in the past,education,15945.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,3.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.881
... < 0 DM,4.0,no credits taken/ all credits paid back duly,car (used),276.0,A62,unemployed,1.0,male : married/widowed,guarantor,1.0,unknown / no property,19.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.028
... >= 200 DM / salary assignments for at least 1 year,6.0,critical account/ other credits existing (not at this bank),radio/television,638.0,A61,.. >= 7 years,4.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,own,1.0,unemployed/ unskilled - non-resident,1.0,none,no,0.273
no checking account,26.0,no credits taken/ all credits paid back duly,radio/television,8171.0,A62,unemployed,1.0,male : single,co-applicant,2.0,if not A121 : building society savings agreement/ life insurance,19.0,bank,rent,1.0,skilled employee / official,2.0,none,yes,0.073
no checking account,41.0,existing credits paid back duly till now,car (used),10644.0,A61,4 <= ... < 7 years,4.0,male : married/widowed,none,3.0,"if not A121/A122 : car or other, not in attribute 6",45.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.284
... >= 200 DM / salary assignments for at least 1 year,60.0,existing credits paid back duly till now,radio/television,15945.0,A61,4 <= ... < 7 years,4.0,male : single,none,4.0,unknown / no property,75.0,stores,own,4.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.036
0 <= ... < 200 DM,29.0,all credits at this bank paid back duly,car (new),276.0,A65,.. >= 7 years,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,20.0,none,for free,1.0,skilled employee / official,1.0,none,no,0.798
no checking account,4.0,delay in paying off in the past,retraining,276.0,A64,... < 1 year,2.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,19.0,none,own,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.826
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,car (new),276.0,A65,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",46.0,none,rent,2.0,skilled employee / official,1.0,none,yes,0.803
0 <= ... < 200 DM,32.0,critical account/ other credits existing (not at this bank),furniture/equipment,6172.0,A64,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,71.0,none,own,4.0,unskilled - resident,1.0,none,yes,0.675
0 <= ... < 200 DM,60.0,all credits at this bank paid back duly,car (new),15312.0,A63,... < 1 year,4.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.822
0 <= ... < 200 DM,4.0,no credits taken/ all credits paid back duly,car (used),276.0,A62,unemployed,2.0,male : single,co-applicant,2.0,unknown / no property,19.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.023
no checking account,14.0,delay in paying off in the past,radio/television,276.0,A61,4 <= ... < 7 years,3.0,male : married/widowed,none,3.0,real estate,37.0,stores,own,1.0,skilled employee / official,2.0,none,no,0.077
... < 0 DM,41.0,delay in paying off in the past,radio/television,5784.0,A61,... < 1 year,4.0,male : married/widowed,none,4.0,real estate,65.0,stores,own,1.0,skilled employee / official,1.0,none,yes,0.233
... < 0 DM,60.0,all credits at this bank paid back duly,radio/television,15945.0,A61,.. >= 7 years,1.0,male : married/widowed,none,1.0,"if not A121/A122 : car or other, not in attribute 6",75.0,stores,own,4.0,unemployed/ unskilled - non-resident,2.0,none,yes,0.091
no checking account,60.0,no credits taken/ all credits paid back duly,business,11258.0,A62,unemployed,4.0,female : divorced/separated/married,guarantor,4.0,unknown / no property,75.0,bank,rent,3.0,unskilled - resident,2.0,"yes, registered under the customers name",no,0.108
... >= 200 DM / salary assignments for at least 1 year,4.0,all credits at this bank paid back duly,retraining,276.0,A63,... < 1 year,1.0,male : divorced/separated,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,4.0,skilled employee / official,1.0,none,no,0.77
0 <= ... < 200 DM,4.0,delay in paying off in the past,education,276.0,A61,1 <= ... < 4 years,4.0,male : single,none,3.0,real estate,26.0,none,rent,2.0,skilled employee / official,1.0,none,no,0.704
0 <= ... < 200 DM,16.0,existing credits paid back duly till now,car (new),276.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,own,4.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.858
... < 0 DM,36.0,delay in paying off in the past,retraining,7364.0,A61,4 <= ... < 7 years,4.0,male : single,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",50.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.82
0 <= ... < 200 DM,60.0,existing credits paid back duly till now,education,15945.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,none,no,0.862
no checking account,14.0,all credits at this bank paid back duly,car (new),2895.0,A65,.. >= 7 years,2.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",38.0,none,for free,3.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.761
0 <= ... < 200 DM,32.0,existing credits paid back duly till now,car (new),6845.0,A63,... < 1 year,2.0,male : divorced/separated,guarantor,3.0,if not A121 : building society savings agreement/ life insurance,48.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.862
no checking account,47.0,delay in paying off in the past,furniture/equipment,12750.0,A61,.. >= 7 years,3.0,male : divorced/separated,none,3.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.728
... >= 200 DM / salary assignments for at least 1 year,4.0,no credits taken/ all credits paid back duly,radio/television,276.0,A62,1 <= ... < 4 years,1.0,male : married/widowed,co-applicant,1.0,unknown / no property,19.0,stores,own,1.0,unskilled - resident,2.0,none,no,0.044
